"","YAG","region","SECTIONNAME","trained_in_region","number_of_providers","subject_name","living_in_region","earnings_median","difference","difference_prop"
"9885",3,"South West","NOT KNOWN",5,3,"Politics",5,-10000,0,0
"9886",3,"South West","NOT KNOWN",15,8,"Psychology",10,13100,-5,-0.333333333333333
"9887",3,"South West","NOT KNOWN",5,5,"Sociology, social policy and anthropology",5,-10000,0,0
"9888",3,"South West","NOT KNOWN",25,7,"Sport and exercise sciences",15,17800,-10,-0.4
"9889",3,"South West","NOT KNOWN",5,2,"Veterinary sciences",5,-10000,0,0
"9890",3,"West Midlands","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",10,3,"Agriculture, food and related studies",5,-10000,-5,-0.5
"9891",3,"West Midlands","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,2,"Allied health",5,-10000,0,0
"9892",3,"West Midlands","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,2,"Architecture, building and planning",0,-10000,-5,-1
"9893",3,"West Midlands","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,4,"Biosciences",10,11000,5,1
"9894",3,"West Midlands","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",90,10,"Business and management",105,20800,15,0.166666666666667
"9895",3,"West Midlands","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",25,6,"Computing",15,14600,-10,-0.4
"9896",3,"West Midlands","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",65,6,"Creative arts and design",70,15700,5,0.0769230769230769
"9897",3,"West Midlands","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,5,"Economics",5,-10000,0,0
"9898",3,"West Midlands","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",15,8,"Education and teaching",15,19700,0,0
"9899",3,"West Midlands","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",10,5,"Engineering",10,-10000,0,0
"9900",3,"West Midlands","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",20,10,"English studies",20,19000,0,0
"9901",3,"West Midlands","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,4,"General, applied and forensic sciences",5,-10000,0,0
"9902",3,"West Midlands","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,4,"Geography, earth and environmental studies",10,-10000,5,1
"9903",3,"West Midlands","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",10,3,"Health and social care",5,-10000,-5,-0.5
"9904",3,"West Midlands","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",10,7,"History and archaeology",10,-10000,0,0
"9905",3,"West Midlands","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",15,4,"Languages and area studies",5,-10000,-10,-0.666666666666667
"9906",3,"West Midlands","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",10,5,"Law",15,17900,5,0.5
"9907",3,"West Midlands","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,1,"Materials and technology",5,-10000,0,0
"9908",3,"West Midlands","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,5,"Mathematical sciences",5,-10000,0,0
"9909",3,"West Midlands","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",30,7,"Media, journalism and communications",35,15000,5,0.166666666666667
"9910",3,"West Midlands","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,3,"Nursing and midwifery",0,-10000,-5,-1
"9911",3,"West Midlands","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",40,9,"Performing arts",45,13500,5,0.125
"9912",3,"West Midlands","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,6,"Philosophy and religious studies",5,-10000,0,0
"9913",3,"West Midlands","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",0,1,"Physics and astronomy",0,-10000,0,NA
"9914",3,"West Midlands","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,6,"Politics",5,-10000,0,0
"9915",3,"West Midlands","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",25,8,"Psychology",20,20100,-5,-0.2
"9916",3,"West Midlands","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",15,8,"Sociology, social policy and anthropology",15,17900,0,0
"9917",3,"West Midlands","ACCOMMODATION AND FOOD SERVICE ACTIVITIES",25,6,"Sport and exercise sciences",25,15500,0,0
"9918",3,"West Midlands","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",0,1,"Agriculture, food and related studies",0,-10000,0,NA
"9919",3,"West Midlands","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",0,1,"Allied health",0,-10000,0,NA
"9920",3,"West Midlands","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",0,1,"Biosciences",0,-10000,0,NA
"9921",3,"West Midlands","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",0,2,"Business and management",0,-10000,0,NA
"9922",3,"West Midlands","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",0,1,"Computing",0,-10000,0,NA
"9923",3,"West Midlands","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",0,1,"Creative arts and design",0,-10000,0,NA
"9924",3,"West Midlands","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",5,3,"Education and teaching",5,-10000,0,0
"9925",3,"West Midlands","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",5,2,"Health and social care",0,-10000,-5,-1
"9926",3,"West Midlands","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",5,3,"Law",0,-10000,-5,-1
"9927",3,"West Midlands","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",0,1,"Mathematical sciences",NA,NA,NA,NA
"9928",3,"West Midlands","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",0,1,"Media, journalism and communications",0,-10000,0,NA
"9929",3,"West Midlands","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",0,1,"Medical sciences",0,-10000,0,NA
"9930",3,"West Midlands","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",0,2,"Psychology",0,-10000,0,NA
"9931",3,"West Midlands","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",0,2,"Sociology, social policy and anthropology",0,-10000,0,NA
"9932",3,"West Midlands","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",0,2,"Sport and exercise sciences",0,-10000,0,NA
"9933",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,3,"Agriculture, food and related studies",10,-10000,5,1
"9934",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",20,7,"Allied health",15,18600,-5,-0.25
"9935",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,3,"Architecture, building and planning",15,26300,10,2
"9936",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",40,9,"Biosciences",40,21900,0,0
"9937",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",240,13,"Business and management",225,22300,-15,-0.0625
"9938",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,3,"Chemistry",10,24100,0,0
"9939",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",65,8,"Computing",50,21900,-15,-0.230769230769231
"9940",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",75,8,"Creative arts and design",85,17300,10,0.133333333333333
"9941",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,4,"Economics",10,-10000,0,0
"9942",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",55,8,"Education and teaching",60,16600,5,0.0909090909090909
"9943",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",65,7,"Engineering",45,21500,-20,-0.307692307692308
"9944",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",50,10,"English studies",50,19000,0,0
"9945",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,4,"General, applied and forensic sciences",10,-10000,0,0
"9946",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",20,5,"Geography, earth and environmental studies",25,20800,5,0.25
"9947",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",30,8,"Health and social care",30,23000,0,0
"9948",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",40,8,"History and archaeology",35,22600,-5,-0.125
"9949",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",35,5,"Languages and area studies",25,23800,-10,-0.285714285714286
"9950",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",60,7,"Law",50,20100,-10,-0.166666666666667
"9951",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,3,"Materials and technology",5,-10000,-5,-0.5
"9952",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",25,7,"Mathematical sciences",10,-10000,-15,-0.6
"9953",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",45,8,"Media, journalism and communications",35,19700,-10,-0.222222222222222
"9954",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,3,"Medical sciences",5,-10000,0,0
"9955",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,2,"Medicine and dentistry",5,-10000,0,0
"9956",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",45,6,"Nursing and midwifery",40,25600,-5,-0.111111111111111
"9957",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",35,9,"Performing arts",35,17500,0,0
"9958",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,4,"Pharmacology, toxicology and pharmacy",0,-10000,-5,-1
"9959",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,7,"Philosophy and religious studies",10,-10000,0,0
"9960",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,3,"Physics and astronomy",5,-10000,0,0
"9961",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",15,6,"Politics",20,19000,5,0.333333333333333
"9962",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",50,10,"Psychology",45,21900,-5,-0.1
"9963",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",50,9,"Sociology, social policy and anthropology",55,19700,5,0.1
"9964",3,"West Midlands","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",45,7,"Sport and exercise sciences",60,22300,15,0.333333333333333
"9965",3,"West Midlands","AGRICULTURE, FORESTRY AND FISHING",55,1,"Agriculture, food and related studies",20,26300,-35,-0.636363636363636
"9966",3,"West Midlands","AGRICULTURE, FORESTRY AND FISHING",0,1,"Architecture, building and planning",0,-10000,0,NA
"9967",3,"West Midlands","AGRICULTURE, FORESTRY AND FISHING",0,2,"Business and management",5,-10000,5,Inf
"9968",3,"West Midlands","AGRICULTURE, FORESTRY AND FISHING",0,1,"Chemistry",NA,NA,NA,NA
"9969",3,"West Midlands","AGRICULTURE, FORESTRY AND FISHING",5,4,"Creative arts and design",5,-10000,0,0
"9970",3,"West Midlands","AGRICULTURE, FORESTRY AND FISHING",0,1,"Education and teaching",0,-10000,0,NA
"9971",3,"West Midlands","AGRICULTURE, FORESTRY AND FISHING",0,2,"Engineering",NA,NA,NA,NA
"9972",3,"West Midlands","AGRICULTURE, FORESTRY AND FISHING",0,1,"History and archaeology",0,-10000,0,NA
"9973",3,"West Midlands","AGRICULTURE, FORESTRY AND FISHING",0,1,"Sociology, social policy and anthropology",0,-10000,0,NA
"9974",3,"West Midlands","AGRICULTURE, FORESTRY AND FISHING",0,2,"Sport and exercise sciences",5,-10000,5,Inf
"9975",3,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",5,1,"Agriculture, food and related studies",5,-10000,0,0
"9976",3,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",0,3,"Allied health",0,-10000,0,NA
"9977",3,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",5,4,"Biosciences",5,-10000,0,0
"9978",3,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",50,11,"Business and management",45,20600,-5,-0.1
"9979",3,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",0,2,"Chemistry",NA,NA,NA,NA
"9980",3,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",25,8,"Computing",25,33600,0,0
"9981",3,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",35,7,"Creative arts and design",30,13700,-5,-0.142857142857143
"9982",3,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",10,5,"Education and teaching",10,-10000,0,0
"9983",3,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",10,4,"Engineering",10,-10000,0,0
"9984",3,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",20,7,"English studies",15,17500,-5,-0.25
"9985",3,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",0,2,"General, applied and forensic sciences",0,-10000,0,NA
"9986",3,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",5,5,"Geography, earth and environmental studies",0,-10000,-5,-1
"9987",3,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",0,2,"Health and social care",5,-10000,5,Inf
"9988",3,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",20,6,"History and archaeology",15,17900,-5,-0.25
"9989",3,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",5,5,"Languages and area studies",0,-10000,-5,-1
"9990",3,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",10,4,"Law",10,19000,0,0
"9991",3,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",0,2,"Materials and technology",5,-10000,5,Inf
"9992",3,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",10,3,"Mathematical sciences",5,-10000,-5,-0.5
"9993",3,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",30,8,"Media, journalism and communications",25,20100,-5,-0.166666666666667
"9994",3,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",0,1,"Medical sciences",0,-10000,0,NA
"9995",3,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",0,1,"Medicine and dentistry",NA,NA,NA,NA
"9996",3,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",5,3,"Nursing and midwifery",5,-10000,0,0
"9997",3,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",35,8,"Performing arts",40,17500,5,0.142857142857143
"9998",3,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",5,4,"Philosophy and religious studies",5,-10000,0,0
"9999",3,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",0,1,"Physics and astronomy",0,-10000,0,NA
"10000",3,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",0,2,"Politics",0,-10000,0,NA
"10001",3,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",10,8,"Psychology",10,-10000,0,0
"10002",3,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",10,6,"Sociology, social policy and anthropology",5,-10000,-5,-0.5
"10003",3,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",55,8,"Sport and exercise sciences",50,22300,-5,-0.0909090909090909
"10004",3,"West Midlands","CONSTRUCTION",0,1,"Agriculture, food and related studies",NA,NA,NA,NA
"10005",3,"West Midlands","CONSTRUCTION",0,3,"Allied health",0,-10000,0,NA
"10006",3,"West Midlands","CONSTRUCTION",55,4,"Architecture, building and planning",75,38700,20,0.363636363636364
"10007",3,"West Midlands","CONSTRUCTION",0,1,"Biosciences",5,-10000,5,Inf
"10008",3,"West Midlands","CONSTRUCTION",30,10,"Business and management",30,29600,0,0
"10009",3,"West Midlands","CONSTRUCTION",0,1,"Chemistry",NA,NA,NA,NA
"10010",3,"West Midlands","CONSTRUCTION",5,5,"Computing",5,-10000,0,0
"10011",3,"West Midlands","CONSTRUCTION",15,5,"Creative arts and design",10,-10000,-5,-0.333333333333333
"10012",3,"West Midlands","CONSTRUCTION",5,4,"Education and teaching",5,-10000,0,0
"10013",3,"West Midlands","CONSTRUCTION",45,6,"Engineering",45,34300,0,0
"10014",3,"West Midlands","CONSTRUCTION",5,7,"English studies",5,-10000,0,0
"10015",3,"West Midlands","CONSTRUCTION",10,4,"Geography, earth and environmental studies",15,29900,5,0.5
"10016",3,"West Midlands","CONSTRUCTION",0,2,"Health and social care",0,-10000,0,NA
"10017",3,"West Midlands","CONSTRUCTION",5,6,"History and archaeology",5,-10000,0,0
"10018",3,"West Midlands","CONSTRUCTION",0,2,"Languages and area studies",NA,NA,NA,NA
"10019",3,"West Midlands","CONSTRUCTION",0,1,"Law",5,-10000,5,Inf
"10020",3,"West Midlands","CONSTRUCTION",0,1,"Materials and technology",NA,NA,NA,NA
"10021",3,"West Midlands","CONSTRUCTION",0,2,"Mathematical sciences",0,-10000,0,NA
"10022",3,"West Midlands","CONSTRUCTION",5,4,"Media, journalism and communications",5,-10000,0,0
"10023",3,"West Midlands","CONSTRUCTION",5,2,"Performing arts",5,-10000,0,0
"10024",3,"West Midlands","CONSTRUCTION",0,1,"Physics and astronomy",0,-10000,0,NA
"10025",3,"West Midlands","CONSTRUCTION",0,1,"Politics",0,-10000,0,NA
"10026",3,"West Midlands","CONSTRUCTION",5,6,"Psychology",5,-10000,0,0
"10027",3,"West Midlands","CONSTRUCTION",5,2,"Sociology, social policy and anthropology",5,-10000,0,0
"10028",3,"West Midlands","CONSTRUCTION",10,5,"Sport and exercise sciences",10,22600,0,0
"10029",3,"West Midlands","EDUCATION",25,5,"Agriculture, food and related studies",15,21900,-10,-0.4
"10030",3,"West Midlands","EDUCATION",70,10,"Allied health",55,24100,-15,-0.214285714285714
"10031",3,"West Midlands","EDUCATION",5,4,"Architecture, building and planning",10,-10000,5,1
"10032",3,"West Midlands","EDUCATION",75,10,"Biosciences",70,22300,-5,-0.0666666666666667
"10033",3,"West Midlands","EDUCATION",130,14,"Business and management",145,22300,15,0.115384615384615
"10034",3,"West Midlands","EDUCATION",20,5,"Chemistry",30,23000,10,0.5
"10035",3,"West Midlands","EDUCATION",65,10,"Computing",60,24100,-5,-0.0769230769230769
"10036",3,"West Midlands","EDUCATION",90,8,"Creative arts and design",110,19300,20,0.222222222222222
"10037",3,"West Midlands","EDUCATION",10,6,"Economics",5,-10000,-5,-0.5
"10038",3,"West Midlands","EDUCATION",765,10,"Education and teaching",935,24100,170,0.222222222222222
"10039",3,"West Midlands","EDUCATION",30,6,"Engineering",25,24500,-5,-0.166666666666667
"10040",3,"West Midlands","EDUCATION",170,10,"English studies",195,22600,25,0.147058823529412
"10041",3,"West Midlands","EDUCATION",20,7,"General, applied and forensic sciences",15,24100,-5,-0.25
"10042",3,"West Midlands","EDUCATION",55,6,"Geography, earth and environmental studies",65,23000,10,0.181818181818182
"10043",3,"West Midlands","EDUCATION",270,11,"Health and social care",295,23700,25,0.0925925925925926
"10044",3,"West Midlands","EDUCATION",80,8,"History and archaeology",100,22600,20,0.25
"10045",3,"West Midlands","EDUCATION",65,5,"Languages and area studies",55,24100,-10,-0.153846153846154
"10046",3,"West Midlands","EDUCATION",45,8,"Law",40,22600,-5,-0.111111111111111
"10047",3,"West Midlands","EDUCATION",10,3,"Materials and technology",5,-10000,-5,-0.5
"10048",3,"West Midlands","EDUCATION",80,8,"Mathematical sciences",80,24500,0,0
"10049",3,"West Midlands","EDUCATION",40,7,"Media, journalism and communications",40,21500,0,0
"10050",3,"West Midlands","EDUCATION",5,3,"Medical sciences",5,-10000,0,0
"10051",3,"West Midlands","EDUCATION",5,3,"Medicine and dentistry",0,-10000,-5,-1
"10052",3,"West Midlands","EDUCATION",35,7,"Nursing and midwifery",25,24100,-10,-0.285714285714286
"10053",3,"West Midlands","EDUCATION",140,11,"Performing arts",155,21000,15,0.107142857142857
"10054",3,"West Midlands","EDUCATION",5,2,"Pharmacology, toxicology and pharmacy",10,-10000,5,1
"10055",3,"West Midlands","EDUCATION",55,8,"Philosophy and religious studies",50,22600,-5,-0.0909090909090909
"10056",3,"West Midlands","EDUCATION",20,4,"Physics and astronomy",15,25200,-5,-0.25
"10057",3,"West Midlands","EDUCATION",25,5,"Politics",20,22600,-5,-0.2
"10058",3,"West Midlands","EDUCATION",140,10,"Psychology",145,21500,5,0.0357142857142857
"10059",3,"West Midlands","EDUCATION",100,9,"Sociology, social policy and anthropology",95,21500,-5,-0.05
"10060",3,"West Midlands","EDUCATION",230,8,"Sport and exercise sciences",215,22600,-15,-0.0652173913043478
"10061",3,"West Midlands","EDUCATION",5,1,"Veterinary sciences",0,-10000,-5,-1
"10062",3,"West Midlands","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,3,"Biosciences",5,-10000,0,0
"10063",3,"West Midlands","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",25,11,"Business and management",20,29600,-5,-0.2
"10064",3,"West Midlands","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0,1,"Chemistry",NA,NA,NA,NA
"10065",3,"West Midlands","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0,2,"Computing",5,-10000,5,Inf
"10066",3,"West Midlands","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,3,"Creative arts and design",5,-10000,0,0
"10067",3,"West Midlands","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,4,"Economics",5,-10000,0,0
"10068",3,"West Midlands","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0,1,"Education and teaching",0,-10000,0,NA
"10069",3,"West Midlands","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",15,5,"Engineering",15,36300,0,0
