"","X","sex.x","subject_name.x","YAG.x","SECTIONNAME.x","YAG.y","SECTIONNAME.y","count","qualification_TR.x"
"14782",14782,"F+M","Sociology, social policy and anthropology",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"CONSTRUCTION",1638,"First degree"
"14783",14783,"F+M","Sociology, social policy and anthropology",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"INFORMATION AND COMMUNICATION",1662,"First degree"
"14784",14784,"F+M","Sociology, social policy and anthropology",3,"TRANSPORTATION AND STORAGE",5,"FINANCIAL AND INSURANCE ACTIVITIES",808,"First degree"
"14785",14785,"F+M","Sport and exercise sciences",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"REAL ESTATE ACTIVITIES",14,"First degree"
"14786",14786,"F+M","Sport and exercise sciences",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",1380,"First degree"
"14787",14787,"F+M","Sport and exercise sciences",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"MANUFACTURING",1648,"First degree"
"14788",14788,"F+M","Sport and exercise sciences",3,"EDUCATION",5,"FINANCIAL AND INSURANCE ACTIVITIES",2084,"First degree"
"14789",14789,"F+M","Sport and exercise sciences",3,"EDUCATION",5,"TRANSPORTATION AND STORAGE",1637,"First degree"
"14790",14790,"F+M","Sport and exercise sciences",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,"MANUFACTURING",725,"First degree"
"14791",14791,"F+M","Sport and exercise sciences",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"CONSTRUCTION",892,"First degree"
"14792",14792,"F+M","Sport and exercise sciences",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"EDUCATION",1920,"First degree"
"14793",14793,"F+M","Sport and exercise sciences",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"CONSTRUCTION",450,"First degree"
"14794",14794,"F+M","Sport and exercise sciences",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"TRANSPORTATION AND STORAGE",1744,"First degree"
"14795",14795,"F+M","Sport and exercise sciences",3,"INFORMATION AND COMMUNICATION",5,"ARTS, ENTERTAINMENT AND RECREATION",1593,"First degree"
"14796",14796,"F+M","Sport and exercise sciences",3,"INFORMATION AND COMMUNICATION",5,"OTHER SERVICE ACTIVITIES",584,"First degree"
"14797",14797,"F+M","Sport and exercise sciences",3,"MANUFACTURING",5,"ARTS, ENTERTAINMENT AND RECREATION",611,"First degree"
"14798",14798,"F+M","Sport and exercise sciences",3,"OTHER SERVICE ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",862,"First degree"
"14799",14799,"F+M","Sport and exercise sciences",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"AGRICULTURE, FORESTRY AND FISHING",783,"First degree"
"14800",14800,"F+M","Sport and exercise sciences",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"CONSTRUCTION",1362,"First degree"
"14801",14801,"F+M","Sport and exercise sciences",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",743,"First degree"
"14802",14802,"F+M","Sport and exercise sciences",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",101,"First degree"
"14803",14803,"F+M","Sport and exercise sciences",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"TRANSPORTATION AND STORAGE",940,"First degree"
"14804",14804,"F+M","Sport and exercise sciences",3,"REAL ESTATE ACTIVITIES",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",1157,"First degree"
"14805",14805,"F+M","Sport and exercise sciences",3,"REAL ESTATE ACTIVITIES",5,"CONSTRUCTION",603,"First degree"
"14806",14806,"F+M","Sport and exercise sciences",3,"REAL ESTATE ACTIVITIES",5,"EDUCATION",2770,"First degree"
"14807",14807,"F+M","Sport and exercise sciences",3,"TRANSPORTATION AND STORAGE",5,"EDUCATION",1229,"First degree"
"14808",14808,"F+M","Sport and exercise sciences",3,"TRANSPORTATION AND STORAGE",5,"FINANCIAL AND INSURANCE ACTIVITIES",2661,"First degree"
"14809",14809,"F+M","Sport and exercise sciences",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",722,"First degree"
"14810",14810,"F+M","Sport and exercise sciences",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"OTHER SERVICE ACTIVITIES",1274,"First degree"
"14811",14811,"F+M","Veterinary sciences",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1365,"First degree"
"14812",14812,"F+M","Veterinary sciences",3,"AGRICULTURE, FORESTRY AND FISHING",5,"ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",1216,"First degree"
"14813",14813,"F+M","Veterinary sciences",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"EDUCATION",1641,"First degree"
"14814",14814,"F+M","Veterinary sciences",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",2114,"First degree"
"14815",14815,"F+M","Veterinary sciences",3,"MANUFACTURING",5,"MANUFACTURING",1260,"First degree"
"14816",14816,"F+M","Veterinary sciences",3,"MANUFACTURING",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",922,"First degree"
"14817",14817,"F+M","Veterinary sciences",3,"OTHER SERVICE ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",108,"First degree"
"14818",14818,"F+M","Veterinary sciences",3,"OTHER SERVICE ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",411,"First degree"
"14819",14819,"F+M","Veterinary sciences",3,"OTHER SERVICE ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",1420,"First degree"
"14820",14820,"F+M","Veterinary sciences",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",472,"First degree"
"14821",14821,"F+M","Veterinary sciences",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"MANUFACTURING",1462,"First degree"
"14822",14822,"F+M","Veterinary sciences",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"MANUFACTURING",998,"First degree"
"14823",14823,"F+M","Biosciences",3,"MINING AND QUARRYING",5,"MINING AND QUARRYING",298,"First degree"
"14824",14824,"F+M","Biosciences",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",334,"First degree"
"14825",14825,"F+M","Biosciences",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"REAL ESTATE ACTIVITIES",458,"First degree"
"14826",14826,"F+M","Chemistry",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1964,"First degree"
"14827",14827,"F+M","Economics",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",1303,"First degree"
"14828",14828,"F+M","Economics",3,"AGRICULTURE, FORESTRY AND FISHING",5,"AGRICULTURE, FORESTRY AND FISHING",1173,"First degree"
"14829",14829,"F+M","Economics",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"OTHER SERVICE ACTIVITIES",981,"First degree"
"14830",14830,"F+M","Economics",3,"OTHER SERVICE ACTIVITIES",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",268,"First degree"
"14831",14831,"F+M","General, applied and forensic sciences",3,"AGRICULTURE, FORESTRY AND FISHING",5,"AGRICULTURE, FORESTRY AND FISHING",1513,"First degree"
"14832",14832,"F+M","General, applied and forensic sciences",3,"EDUCATION",5,"ARTS, ENTERTAINMENT AND RECREATION",112,"First degree"
"14833",14833,"F+M","General, applied and forensic sciences",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"INFORMATION AND COMMUNICATION",705,"First degree"
"14834",14834,"F+M","General, applied and forensic sciences",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"INFORMATION AND COMMUNICATION",1580,"First degree"
"14835",14835,"F+M","Medical sciences",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",725,"First degree"
"14836",14836,"F+M","Pharmacology, toxicology and pharmacy",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"TRANSPORTATION AND STORAGE",838,"First degree"
"14837",14837,"F+M","Philosophy and religious studies",3,"AGRICULTURE, FORESTRY AND FISHING",5,"AGRICULTURE, FORESTRY AND FISHING",999,"First degree"
"14838",14838,"F+M","Physics and astronomy",3,"MANUFACTURING",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",515,"First degree"
"14839",14839,"F+M","Politics",3,"ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",5,"ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",2227,"First degree"
"14840",14840,"F+M","Politics",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",2190,"First degree"
"14841",14841,"F+M","Psychology",3,"CONSTRUCTION",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",2431,"First degree"
"14842",14842,"F+M","Psychology",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,"INFORMATION AND COMMUNICATION",923,"First degree"
"14843",14843,"F+M","Psychology",3,"INFORMATION AND COMMUNICATION",5,"OTHER SERVICE ACTIVITIES",1200,"First degree"
"14844",14844,"F+M","Psychology",3,"MINING AND QUARRYING",5,"MINING AND QUARRYING",799,"First degree"
"14845",14845,"F+M","Psychology",3,"TRANSPORTATION AND STORAGE",5,"FINANCIAL AND INSURANCE ACTIVITIES",2166,"First degree"
"14846",14846,"F+M","Sociology, social policy and anthropology",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"FINANCIAL AND INSURANCE ACTIVITIES",1181,"First degree"
"14847",14847,"F+M","Sociology, social policy and anthropology",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"REAL ESTATE ACTIVITIES",1087,"First degree"
"14848",14848,"F+M","Biosciences",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3021,"First degree"
"14849",14849,"F+M","Biosciences",3,"INFORMATION AND COMMUNICATION",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1483,"First degree"
"14850",14850,"F+M","General, applied and forensic sciences",3,"OTHER SERVICE ACTIVITIES",5,"EDUCATION",1576,"First degree"
"14851",14851,"F+M","General, applied and forensic sciences",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"TRANSPORTATION AND STORAGE",743,"First degree"
"14852",14852,"F+M","History and archaeology",3,"ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",2747,"First degree"
"14853",14853,"F+M","Pharmacology, toxicology and pharmacy",3,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",1682,"First degree"
"14854",14854,"F+M","Allied health",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1190,"First degree"
"14855",14855,"F+M","Allied health",3,"REAL ESTATE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",362,"First degree"
"14856",14856,"F+M","Materials and technology",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"EDUCATION",464,"First degree"
"14857",14857,"F+M","Psychology",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",689,"First degree"
"14858",14858,"F+M","Psychology",3,"TRANSPORTATION AND STORAGE",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",319,"First degree"
"14859",14859,"F+M","Psychology",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"ARTS, ENTERTAINMENT AND RECREATION",1146,"First degree"
"14860",14860,"F+M","Allied health",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"OTHER SERVICE ACTIVITIES",1271,"First degree"
"14861",14861,"F+M","Biosciences",3,"REAL ESTATE ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",19,"First degree"
"14862",14862,"F+M","Business and management",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",974,"First degree"
"14863",14863,"F+M","Creative arts and design",3,"AGRICULTURE, FORESTRY AND FISHING",5,"EDUCATION",361,"First degree"
"14864",14864,"F+M","Sport and exercise sciences",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",246,"First degree"
"14865",14865,"F+M","Architecture, building and planning",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"EDUCATION",100,"First degree"
"14866",14866,"F+M","Architecture, building and planning",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1849,"First degree"
"14867",14867,"F+M","Architecture, building and planning",3,"MANUFACTURING",5,"INFORMATION AND COMMUNICATION",2500,"First degree"
"14868",14868,"F+M","Combined and general studies",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"INFORMATION AND COMMUNICATION",727,"First degree"
"14869",14869,"F+M","Combined and general studies",3,"MANUFACTURING",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",400,"First degree"
"14870",14870,"F+M","Combined and general studies",3,"OTHER SERVICE ACTIVITIES",5,"INFORMATION AND COMMUNICATION",1470,"First degree"
"14871",14871,"F+M","Combined and general studies",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"FINANCIAL AND INSURANCE ACTIVITIES",720,"First degree"
"14872",14872,"F+M","Combined and general studies",3,"REAL ESTATE ACTIVITIES",5,"CONSTRUCTION",0,"First degree"
"14873",14873,"F+M","Economics",3,"CONSTRUCTION",5,"MANUFACTURING",799,"First degree"
"14874",14874,"F+M","Education and teaching",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",666,"First degree"
"14875",14875,"F+M","Education and teaching",3,"TRANSPORTATION AND STORAGE",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",724,"First degree"
"14876",14876,"F+M","English studies",3,"REAL ESTATE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",257,"First degree"
"14877",14877,"F+M","General, applied and forensic sciences",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1017,"First degree"
"14878",14878,"F+M","General, applied and forensic sciences",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",949,"First degree"
"14879",14879,"F+M","General, applied and forensic sciences",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",1965,"First degree"
"14880",14880,"F+M","Geography, earth and environmental studies",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",1558,"First degree"
"14881",14881,"F+M","Health and social care",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"ARTS, ENTERTAINMENT AND RECREATION",671,"First degree"
"14882",14882,"F+M","Languages and area studies",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",793,"First degree"
"14883",14883,"F+M","Media, journalism and communications",3,"AGRICULTURE, FORESTRY AND FISHING",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",1171,"First degree"
"14884",14884,"F+M","Pharmacology, toxicology and pharmacy",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",1181,"First degree"
"14885",14885,"F+M","Philosophy and religious studies",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"OTHER SERVICE ACTIVITIES",2548,"First degree"
"14886",14886,"F+M","Physics and astronomy",3,"EDUCATION",5,"ARTS, ENTERTAINMENT AND RECREATION",652,"First degree"
"14887",14887,"F+M","Physics and astronomy",3,"EDUCATION",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1194,"First degree"
"14888",14888,"F+M","Physics and astronomy",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"EDUCATION",481,"First degree"
"14889",14889,"F+M","Politics",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"REAL ESTATE ACTIVITIES",1850,"First degree"
"14890",14890,"F+M","Psychology",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",790,"First degree"
"14891",14891,"F+M","Sociology, social policy and anthropology",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"ARTS, ENTERTAINMENT AND RECREATION",1439,"First degree"
"14892",14892,"F+M","Sociology, social policy and anthropology",3,"EDUCATION",5,"ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",3552,"First degree"
"14893",14893,"F+M","General, applied and forensic sciences",3,"OTHER SERVICE ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",384,"First degree"
"14894",14894,"F+M","Allied health",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"ARTS, ENTERTAINMENT AND RECREATION",561,"First degree"
"14895",14895,"F+M","Economics",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",2569,"First degree"
"14896",14896,"F+M","Law",3,"REAL ESTATE ACTIVITIES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",898,"First degree"
"14897",14897,"F+M","Biosciences",3,"ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1858,"First degree"
"14898",14898,"F+M","Chemistry",3,"MINING AND QUARRYING",5,"MANUFACTURING",1676,"First degree"
"14899",14899,"F+M","Combined and general studies",3,"EDUCATION",5,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",624,"First degree"
"14900",14900,"F+M","Education and teaching",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",631,"First degree"
"14901",14901,"F+M","General, applied and forensic sciences",3,"EDUCATION",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",929,"First degree"
"14902",14902,"F+M","General, applied and forensic sciences",3,"REAL ESTATE ACTIVITIES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1178,"First degree"
"14903",14903,"F+M","Geography, earth and environmental studies",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"REAL ESTATE ACTIVITIES",303,"First degree"
"14904",14904,"F+M","Languages and area studies",3,"REAL ESTATE ACTIVITIES",5,"EDUCATION",2062,"First degree"
"14905",14905,"F+M","Languages and area studies",3,"REAL ESTATE ACTIVITIES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",2651,"First degree"
"14906",14906,"F+M","Law",3,"MANUFACTURING",5,"ARTS, ENTERTAINMENT AND RECREATION",390,"First degree"
"14907",14907,"F+M","Medical sciences",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"MANUFACTURING",1430,"First degree"
"14908",14908,"F+M","Pharmacology, toxicology and pharmacy",3,"TRANSPORTATION AND STORAGE",5,"TRANSPORTATION AND STORAGE",664,"First degree"
"14909",14909,"F+M","Politics",3,"EDUCATION",5,"AGRICULTURE, FORESTRY AND FISHING",2356,"First degree"
"14910",14910,"F+M","Psychology",3,"TRANSPORTATION AND STORAGE",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",2288,"First degree"
"14911",14911,"F+M","Law",3,"REAL ESTATE ACTIVITIES",5,"INFORMATION AND COMMUNICATION",2095,"First degree"
"14912",14912,"F+M","Agriculture, food and related studies",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"REAL ESTATE ACTIVITIES",2211,"First degree"
"14913",14913,"F+M","Agriculture, food and related studies",3,"INFORMATION AND COMMUNICATION",5,"OTHER SERVICE ACTIVITIES",944,"First degree"
"14914",14914,"F+M","Allied health",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"ARTS, ENTERTAINMENT AND RECREATION",1640,"First degree"
"14915",14915,"F+M","Biosciences",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",1638,"First degree"
"14916",14916,"F+M","Chemistry",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",2036,"First degree"
"14917",14917,"F+M","Chemistry",3,"MANUFACTURING",5,"FINANCIAL AND INSURANCE ACTIVITIES",75,"First degree"
"14918",14918,"F+M","Engineering",3,"INFORMATION AND COMMUNICATION",5,"CONSTRUCTION",2031,"First degree"
"14919",14919,"F+M","Engineering",3,"MANUFACTURING",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",1459,"First degree"
"14920",14920,"F+M","English studies",3,"INFORMATION AND COMMUNICATION",5,"AGRICULTURE, FORESTRY AND FISHING",1690,"First degree"
"14921",14921,"F+M","English studies",3,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,"ARTS, ENTERTAINMENT AND RECREATION",696,"First degree"
"14922",14922,"F+M","General, applied and forensic sciences",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"INFORMATION AND COMMUNICATION",349,"First degree"
"14923",14923,"F+M","General, applied and forensic sciences",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"CONSTRUCTION",829,"First degree"
"14924",14924,"F+M","General, applied and forensic sciences",3,"MANUFACTURING",5,"REAL ESTATE ACTIVITIES",759,"First degree"
"14925",14925,"F+M","Geography, earth and environmental studies",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",1532,"First degree"
"14926",14926,"F+M","Geography, earth and environmental studies",3,"REAL ESTATE ACTIVITIES",5,"MANUFACTURING",1038,"First degree"
